fein,employer_name,lca_count,certified_count,worksite_cities
47-1634978,"Replogle Globes Partners, LLC",1,1,Hillside
47-1581053,"Green Line Logistics, Inc",1,1,Markham
47-1569795,LOLA'S PIZZA PALACE LLC,1,1,Arlington Heights
47-1492926,Hydrian LLC,1,1,Forest Park
47-1476643,"MRV Architects, Inc.",1,1,Rolling Meadows
47-1284981,"Auctus Capital Partners, Inc.",1,1,Chicago
47-1254912,TAH Operations LLC,1,1,CHICAGO
47-1158206,Tredence Inc.,1,1,Chicago
47-1056161,"Hang Tung ResourcesUSACo., Ltd.",1,1,Glenview
47-1042295,"DATAEDGE, INC",1,1,SCHAUMBURG
47-1039071,Shopify (USA) Inc.,1,1,Chicago
47-0964957,Key Cube Consulting LLC,1,1,Chicago
47-0912023,LinkedIn Corporation,1,1,Chicago
47-0900849,Paychex North America Inc.,1,1,Wheeling
47-0898744,Bijjam Information Technologies Inc,1,1,Schaumburg
47-0751545,"Data Axle, Inc.",1,1,Chicago
47-0650799,"M.I. Industries, Inc.",1,1,Franklin Park
47-0492822,"DLR Group, Inc.",1,1,Chicago
47-0353452,"HDR Architecture, Inc.",1,1,Chicago
46-5694251,DENTAL SALON CHICAGO LLC,1,1,CHICAGO
46-5665726,"Cypress Creek Renewables, LLC",1,1,Chicago
46-5582856,TekinvaderZ LLC,1,1,Westchester
46-5577073,"Kidney Care Center Olympia Fields, LLC",1,1,Harvey
46-5576228,"Forest Capital Management, LLC",1,1,Chicago
46-5521749,"AMERICAN ENGINEERING CONSULTANTS, INC.",1,1,CHICAGO
46-5457961,Neousys Technology America Inc,1,1,Wheeling
46-5457667,"DW Hammer, LLC.",1,1,Chicago
46-5342154,InCloud LLC,1,1,Chicago
46-5283393,Sungrow USA Corporation,1,1,Chicago
46-5248404,MYTHRI CONSULTING LLC,1,1,Chicago
46-5234686,FrontApp Inc.,1,1,Chicago
46-5200021,Yotta Systems Inc.,1,1,Chicago
46-5115572,"N9 IT SOLUTIONS, INC.",1,1,CHICAGO
46-5072122,"Highspot, Inc.",1,1,Chicago
46-5000676,CryoSRV LLC,1,1,Schaumburg
46-4996087,"CRITICALRIVER, INC.",1,1,Chicago
46-4833432,"Rausch Infrastructure, LLC",1,1,Des Plaines
46-4788819,Fstone Technologies LLC,1,1,Chicago
46-4748597,C&S Roasters LLC,1,1,Forest Park
46-4639056,"MBN Financial Services, Inc.",1,1,Northfield
46-4386937,"Vorteq Coil Finishers, LLC",1,1,Franklin Park
46-4316572,AS Trans Inc.,1,1,BLUE ISLAND
46-4309779,DATADELIVERS LLC,1,1,SCHAUMBURG
46-4256924,"Xylo Consulting, LLC.",1,1,NORTHBROOK
46-4239227,RACEDOG LIMITED,1,1,CHICAGO
46-4092041,Walder Family Foundation,1,1,Skokie
46-3924802,"Specialist Resources Global, Inc.",1,1,Chicago
46-3917137,"Platform9 Systems, Inc.",1,1,Chicago
46-3807821,South Chicago Packing LLC,1,1,Chicago
46-3761083,"Chicago Auto Body Parts, LLC",1,1,Chicago
46-3751522,"Boston Globe Media Partners, LLC",1,1,Chicago
46-3739051,"MB IT Associates, LLC",1,1,Chicago
46-3670632,"SYMMA, LLC",1,1,RIVERWOODS
46-3542403,Datamach LLC,1,1,Rolling Meadows
46-3375948,"HTAA Holdings, LLC",1,1,Chicago
46-3331251,"Avventis Tech, Inc.",1,1,Mount Prospect
46-3299551,"Embark People, LLC",1,1,Chicago
46-3291703,"Synoptek, LLC",1,1,SKOKIE
46-3227229,IT Premia Group Inc,1,1,DES PLAINES
46-3088848,VITS Consulting Corp,1,1,Chicago
46-3079537,Excelon Solutions LLC,1,1,Chicago
46-3075501,Jeelani Law Firm PLC,1,1,Rolling Meadows
46-2977676,Concord Systems USA INC,1,1,Des Plaines
46-2861795,"Messina Group, Inc.",1,1,Chicago
46-2784120,Imperial Group Manufacturing,1,1,Chicago
46-2627195,Chicago City Soccer Club,1,1,Chicago
46-2566681,Veena Corp,1,1,Wheeling
46-2566667,"SSATech, Inc.",1,1,Chicago
46-2547369,"AMPEL, INC.",1,1,Elk Grove Village
46-2544356,Serenity Integrative Medicine LTD,1,1,Chicago
46-2519461,DXU LLC,1,1,Chicago
46-2468366,"FourKites, Inc.",1,1,Chicago
46-2435104,Arnett Law Group LLC,1,1,Chicago
46-2340306,Nexwave Talent Management Solutions LLC,1,1,Chicago
46-2309583,AXPULSE INC,1,1,PARK RIDGE
46-2284399,Techmynds Inc,1,1,Chicago
46-2244872,Law Office of Robert B Jobe,1,1,Chicago
46-2205219,Cognowiz LLC,1,1,Chicago
46-1914165,Unite USA Inc.,1,1,Chicago
46-1881230,COUR PHARMACEUTICALS DEVELOPMENT COMPANY INC,1,1,SKOKIE
46-1766354,Blueprint Talent Group LLC,1,1,Chicago
46-1698598,IT WORKFORCE INC,1,1,Arlington Heights
46-1679965,"PMR Illinois Holding, LLC",1,1,Chicago
46-1629298,MARS TECH SOLUTIONS LLC,1,1,DES PLAINES
46-1618672,"PINTEGRA, LLC",1,1,Chicago
46-1566226,LeafGuard of Cincinnati LLC,1,1,Chicago
46-1455212,H.S. Midwest Inc.,1,0,Elk Grove Village
46-1382745,PERFECT AIRE LLC,1,1,Countryside
46-1374691,"Peoplease Holdings, LLC",1,1,Lincolnwood
46-1229393,Kanap Systems LLC,1,1,Chicago
46-1097863,"Taproot Solutions, Inc.",1,1,Hines
46-1047517,"Illinois Advocates, LLC",1,1,Chicago
46-1014055,Hengli America Corporation,1,1,Bolingbrook
46-0997077,"ZIFO TECHNOLOGIES, INC",1,1,CHICAGO
46-0927605,SPIDERROCK PLATFORM SERVICES LLC,1,1,CHICAGO
46-0807544,SWIFT STRATEGIC SOLUTIONS INC,1,1,PALATINE
46-0740741,Din Ventures LLC,1,1,Chicago
46-0723335,Maplebear Inc.,1,1,Chicago
46-0523081,Global Economic Advantage Inc.,1,1,Rolling Meadows
45-5622329,WB Solutions LLC,1,1,Chicago
45-5617609,"YHLSOFT, INC.",1,1,Chicago
45-5480617,"Toho Technology, Inc.",1,1,Chicago
45-5475793,"Alpha Rehab Center, SC",1,0,Berwyn
45-5452795,SNAP INC.,1,1,Chicago
45-5433199,Luci Creative LLC,1,1,Lincolnwood
45-5372621,"VIA TRANSPORTATION, INC.",1,1,Chicago
45-5371163,TECHNUMEN INC,1,1,Palatine
45-5312757,"NuMat Technologies, Inc.",1,1,Chicago
45-5275693,Sirius Education Solutions LLC,1,1,Chicago
45-5184528,TORQUE PARTS LLC,1,1,STREAMWOOD
45-5111240,Xtreme Xperience LLC,1,1,Chicago
45-5005012,RADIANCE INFORMATIONS LLC,1,1,Merrionette
45-4660612,"Upstart Network, Inc.",1,1,Chicago
45-4647729,Mediaocean LLC,1,1,Chicago
45-4564681,Appridat Solutions LLC,1,1,Chicago
45-4533082,"Nivid Infotech, Inc.",1,1,Chicago
45-4474619,SECUREAPP TECHNOLOGIES,1,1,Arlington Heights
45-4394954,"Context Analytics, Inc.",1,1,Chicago
45-4182087,"G2.Com, Inc.",1,1,Chicago
45-4168388,"PlanPilot, LLC",1,1,Chicago
45-4155393,ACG Management Solutions LLC,1,1,Chicago
45-3945539,Pacific Langham Chicago Corporation,1,1,Chicago
45-3942850,"Gusto, Inc.",1,1,Chicago
45-3733267,"Critical Care Physicians of Illinois, LLC",1,1,Olympia Fields
45-3648840,"Flight Check Commercial Aviation Services, LLC",1,1,Chicago
45-3365686,"CARE PLUS NURSING AND REHABILITATION, INC.",1,1,Skokie
45-3336892,"Cabworks Custom Elevators, Inc.",1,1,Chicago
45-3319216,Valkyrie Trading,1,1,Chicago
45-3159336,"Cambium Networks, Inc.",1,1,Hoffman Estates
45-3111960,"BV USA ENTERPRISES, INC",1,1,Elk Grove Village
45-2921972,"SIM Management Advisors, Inc.",1,1,Chicago
45-2656174,"Vision Construction & Consulting, Inc",1,1,Stone Park
45-2647441,"Uber Technologies, Inc.",1,1,Chicago
45-2505271,"Braze, Inc.",1,1,Chicago
45-2499523,"Social Finance, LLC",1,1,Chicago
45-2442141,Blue River Technology,1,1,Chicago
45-2392463,Taos Investment Advisors LLC,1,1,Chicago
45-2305376,"ERP Global, Inc.",1,1,Hoffman Estates
45-2155427,Evolutyz Corp,1,1,Schaumburg
45-2018666,Infobiz Systems LLC,1,1,Chicago
45-1995301,"CS CABINET, LLC",1,1,CHICAGO
45-1068132,Pathfinder Software LLC,1,1,Chicago
45-0817476,INTALENT LLC,1,1,Chicago
45-0644199,"ENTMATRIX, INC.",1,1,Chicago
45-0484112,"Pepsi-Cola Technical Operations, Inc.",1,1,CHICAGO
45-0117790,Choice Financial Group,1,1,Chicago
43-2068132,Tango Code,1,1,Chicago
43-2053994,NIC INFO TEK INC,1,1,Chicago
43-1961091,EXPLEO SOLUTIONS INC,1,1,CHICAGO
43-1833073,Black & Veatch Corporation,1,1,Chicago
43-1708495,"Neteffects, Inc.",1,1,Chicago
43-1691335,"ABNA ENGINEERING, INC.",1,1,BURR RIDGE
43-1273600,Stifel Financial Corp,1,1,Chicago
43-0971887,Arch Insurance Group Inc.,1,1,Chicago
43-0955234,"Cushman & Wakefield U.S., Inc.",1,1,Rosemont
42-6004813,The University of Iowa,1,1,Chicago
42-1733483,"Zynga, Inc.",1,1,Chicago
42-1679389,"2IM Group, LLC",1,1,Chicago
42-1555497,"The Chempetitive Group, LLC",1,1,Chicago
42-1475404,Confluence Inc,1,1,Chicago
41-6007513,University of Minnesota,1,1,Chicago
41-2202517,Calypso Soft Inc.,1,1,Westchester
41-2182721,"Patrin Pharma, Inc.",1,1,Niles
41-2101457,"Sri Trang USA, Inc.",1,1,Chicago
41-1956721,"C.H. Robinson Worldwide, Inc.",1,1,Chicago
41-0404230,Daikin Applied Americas Inc.,1,1,Chicago
41-0123208,Andersen Corporation,1,1,Schaumburg
40-0004092,Hamada of Japan Corporation,1,1,Tinley Park
39-2075148,MSRCOSMOS LLC,1,1,CHICAGO
39-2008841,Wisdom Infotech Ltd.,1,1,Chicago
39-1882117,Symphony Corporation,1,1,Chicago
39-1864073,"Centene Management Company, LLC",1,1,Chicago
39-1768725,CDW Technologies LLC,1,1,Chicago
39-1356152,"SLIPSTREAM GROUP, INC.",1,1,Chicago
39-1225837,Ellsworth Corporation,1,1,Elk Grove
39-0875718,Regal Rexnord Corporation,1,1,Chicago
39-0493890,"Jewelers Mutual Insurance Company, SI",1,1,Chicago
39-0432630,Quarles & Brady LLP,1,1,Chicago
39-0402810,Kohler Company,1,1,Chicago
39-0379990,"S.C. Johnson & Son, Inc.",1,1,Chicago
38-4146570,Teceze LTD,1,1,Chicago
38-4128963,Pharmacosmos Therapeutics Inc.,1,1,Chicago
38-4055835,QUANTUM TECHNOLOGIES LLC,1,1,ELK GROVE VILLAGE
38-4041509,"Amp Payroll, LLC",1,1,Chicago
38-4001604,"TransMarket Operations, LLC",1,1,Chicago
38-3942076,COD CORES INC,1,1,Chicago
38-3852646,OSF Multi-Specialty Group,1,1,Evergreen Park
38-3819504,"KloudGin, Inc.",1,1,Hoffman Estates
38-3818109,Trenmor LLC,1,1,Elk Grove Village
38-3719212,"GOC, INC.",1,1,Chicago
38-3701260,"Germane Nephrology Associates, S.C.",1,1,Olympia Fields
38-3562776,E-NEXUS INC.,1,1,INVERNESS
38-3530824,Ghafari Associates LLC,1,1,Chicago
38-3316467,"Anderson Economic Group, LLC",1,1,Chicago
38-3294920,"CRANE COST & CARE, INC.",1,1,Chicago
38-3256847,"MIRACLE SOFTWARE SYSTEMS, INC.",1,1,CHICAGO
38-3003685,"Stout Risius Ross, LLC",1,1,Chicago
38-2943735,Holcim (US) Inc.,1,1,Chicago
38-2774613,"Stefanini, Inc.",1,1,Streamwood
38-2719472,Federal-Mogul Powertrain LLC,1,1,Skokie
38-2599727,"Health Management Associates, Inc.",1,1,Chicago
38-2591828,"ALTAIR ENGINEERING, INC.",1,1,Chicago
38-2069753,Blue Cross Blue Shield of Michigan,1,1,Chicago
38-1659835,Jackson National Life Insurance Company,1,1,Chicago
38-1510762,"Kelly Services, Inc.",1,1,Chicago
38-1490038,Whirlpool Corporation,1,1,Chicago
38-1357951,"Plante & Moran, PLLC",1,1,Chicago
37-2156206,ILPEN LLC,1,1,FRANKLIN PARK
37-1957092,"Techment Technology, Inc.",1,1,Chicago
37-1942154,Bodorlaser Inc.,1,1,Schaumburg
37-1796578,"ENGIE North America, Inc.",1,1,Chicago
37-1759037,OML Inc.,1,1,Chicago
37-1569034,"Goodfriend Magruder Structure, LLC",1,1,Chicago
37-1168475,"Primary Products Ingredients Americas, LLC",1,1,Schaumburg
37-1075552,"ADM Investor Services, Inc.",1,1,Chicago
37-0714576,Chastain & Associates LLC,1,1,Schaumburg
36-6144362,Chicago Architecture Foundation,1,1,Chicago
36-6009406,Grace Evangelical Lutheran Church Northbrook,1,1,Northbrook
36-6008480,Northern Illinois University,1,1,Chicago
36-6005987,Village of Matteson,1,1,Matteson
36-6004394,New Trier Township High School District 203,1,1,Winnetka
36-6000317,Public School Teachers' Pension Fund of Chicago,1,1,Chicago
36-5101299,ACCELERA TECHNOLOGIES INC,1,1,Chicago
36-4919826,"Extend, Inc.",1,1,Chicago
36-4906857,"Brillfy Technology, Inc.",1,1,Chicago
36-4905255,"Grain Intelligence, Inc.",1,1,Chicago
36-4903781,Romaine Empire Inc,1,1,CHICAGO
36-4881418,"CREDITNINJA LENDING, LLC",1,1,CHICAGO
36-4873811,BriteCo Inc.,1,1,Evanston
36-4780832,"Cubist Systematic Strategies, LLC",1,1,Chicago
36-4684878,"1WorldSync, Inc.",1,1,Chicago
36-4504095,"Barchart.com, Inc.",1,1,Chicago
36-4485174,Oak Park Kidney Center LLC,1,1,Oak Park
36-4481735,Solstice Consulting LLC,1,1,Chicago
36-4479457,Toyota Technological Institute at Chicago,1,1,Chicago
36-4477983,"SIELC Technologies, Inc.",1,1,Wheeling
36-4477350,"Lopez Martin & Associates, Inc.",1,1,Chicago
36-4476244,Zakat Foundation of America,1,1,Bridgeview
36-4468504,"GUIDEWIRE SOFTWARE, INC.",1,1,Chicago
36-4468210,ELEMENT TECHNOLOGIES INC,1,1,Chicago
36-4452621,"Base Ten Architects, Inc.",1,1,La Grange
36-4449137,VINAKOM COMMUNICATIONS INC.,1,1,Schaumburg
36-4448501,"EMERGENCY MEDICAL SPECIALISTS II, SC",1,1,CHICAGO
36-4444674,"Drywall Master Tools, Inc.",1,1,Westchester
36-4444620,Convergint Technologies LLC,1,1,Schaumburg
36-4439074,Lawndale Educational and Regional Network Charter School,1,1,North Chicago
36-4437180,Chicago Jewish Day School,1,1,Chicago
36-4430849,Proteintech Group Inc.,1,1,Rosemont
36-4429093,"RGLA Solutions, Inc.",1,1,Schiller Park
36-4411852,C.O.W.M. INC.,1,1,CHICAGO
36-4392970,"Forte Grp, Inc.",1,1,Chicago
36-4389830,"Tilton, Kelly  Bell, PLLC",1,1,Chicago
36-4389471,"Capri Capital Partners, LLC",1,1,Chicago
36-4389200,"Aon Property Risk Consulting, Inc.",1,1,Chicago
36-4388576,"Deutsche Boerse Systems, Inc.",1,1,Chicago
36-4382050,"W. Capra Consulting Group, Inc.",1,1,Chicago
36-4348433,"MERZ & ASSOCIATES, P.C.",1,1,Oak Park
36-4331472,"Flying Food Group, LLC",1,1,Schiller Park
36-4304598,Magellan Development Group LLC,1,1,Chicago
36-4300300,"Corrugated Supplies Company, LLC",1,1,Bedford Park
36-4295682,"J.A. Watts, Inc.",1,1,Chicago
36-4292481,"IMPACT NETWORKING, LLC",1,1,Mettawa
36-4287073,"Charlie Baggs, Inc.",1,1,Chicago
36-4284422,JT Worldwide Corporation,1,1,Bensenville
36-4278859,von Weise Associates,1,1,Chicago
36-4277938,"Heidrick & Struggles, Inc.",1,1,Chicago
36-4277050,Packaging Corporation of America,1,1,Lake Forest
36-4273377,CRITICAL MASS (U.S.) INC.,1,1,Chicago
36-4272656,"Rebound Fitness and Rehabilitation, Inc.",1,1,Northbrook
36-4271298,"LEVENFELD PEARLSTEIN, LLC",1,1,Chicago
36-4265380,SOFTCON USA INC.,1,1,PARK RIDGE
36-4264748,Wells Lamont LLC,1,1,Skokie
36-4263342,"Certec Consulting, Inc.",1,1,Des Plaines
36-4259890,Synergy55 LLC,1,1,Schaumburg
36-4259142,ALIN MACHINING COMPANY LLC,1,1,Melrose Park
36-4236727,Chicago Venture Partners,1,1,Chicago
36-4227403,Paylocity Corporation,1,1,Schaumburg
36-4215589,Panto Ulema Inc.,1,1,Chicago
36-4213041,KCS Corporation,1,1,Schaumburg
36-4209590,MEDICAL DIAGNOSTIC SERVICES INC.,1,1,SKokie
36-4208989,UIS Consulting LLC,1,1,Chicago
36-4204612,"Mintel Group, Ltd.",1,1,Chicago
36-4200559,sharda inc,1,1,SCHAUMBURG
36-4179827,"AMERICASH LOANS, LLC",1,1,Des Plaines
36-4169779,"Beghou Consulting, LLC",1,1,Evanston
36-4163838,CMT US Holdings LLC,1,1,CHICAGO
36-4160692,Bestview International Company,1,1,Glenview
36-4150867,"CSG Government Solutions, Inc.",1,1,Chicago
36-4150003,"Thirdwave, LLC",1,1,Chicago
36-4149170,"Mercury Partners 90 Bi, Inc.",1,1,Elk Grove Village
36-4135679,National Board of Osteopathic Medical Examiners,1,1,Chicago
36-4121934,"Reyes Holdings, LLC",1,1,ROSEMONT
36-4120610,Great Dane LLC,1,1,Chicago
36-4119503,Clinical Computer System Inc.,1,1,Hoffman Estates
36-4114862,"Transcontinental Fund Administration, LLC",1,1,Chicago
36-4107097,"STL Architects, Inc.",1,1,CHICAGO
36-4105119,CDH CPA PLLC,1,1,Chicago
36-4104320,ASC Communications LLC,1,1,Chicago
36-4090081,"JAQ Corp, Int P.C.",1,1,Chicago
36-4083899,Synthesis Technology LLC,1,1,Chicago
36-4069640,Netronix Corporation,1,1,South Barrington
36-4056101,"Les Enluminures, Ltd.",1,1,Chicago
36-4050624,"Bayser, Inc.",1,1,Skokie
36-4049160,"Morton Grove Pharmaceuticals, Inc",1,1,Morton Grove
36-4046482,ShopperTrak RCT Corporation,1,1,Chicago
36-4040943,"Granite Innovation, Inc.",1,1,Chicago
36-4038171,"Comtek International, Inc.",1,1,Chicago
36-4015560,Loyola University Medical Center,1,1,Maywood
36-4011781,JTEKT Machinery Americas Corporation,1,1,Arlington Heights
36-4011543,Cision US Inc.,1,1,Chicago
36-4009697,"Four Seasons Heating and Air Conditioning, LLC",1,1,Bedford Park
36-4008943,"Banner & Witcoff, Ltd.",1,1,Chicago
36-4006154,Embers Academy,1,1,Niles
36-4003164,"CS2 Design Group, LLC",1,1,Elk Grove Village
36-4000662,"Best Value Distributors, Inc.",1,1,Chicago
36-3999004,"International Code Council, Inc.",1,1,Palatine
36-3995026,Top-Line Furniture Warehouse Corp.,1,1,Inverness
36-3993653,"Intelligent Medical Objects, Inc.",1,1,Rosemont
36-3989759,"Dynamic Manufacturing, Inc.",1,1,Hillside
36-3986941,"GEM Capital, L.P.",1,1,Chicago
36-3965273,"Tecma Associates, Inc",1,1,Schaumburg
36-3900736,PMI Kyoto Packaging Systems Inc.,1,1,Elk Grove Village
36-3892853,"Diversified Services Network, Inc.",1,1,Chicago
36-3880636,Prime Architectural Metal and Glass Inc,1,1,SCHAUMBURG
36-3877226,"Order Express, Inc.",1,1,Chicago
36-3876390,"Blue Ribbon Taxi Association, Inc.",1,1,Chicago
36-3871028,Aon Service Corporation,1,1,Chicago
36-3845253,"PrimeCare Community Health, Inc.",1,1,Chicago
36-3844018,Center for Seniors,1,1,Chicago
36-3842610,Reyes Group LTD,1,1,Markham
36-3820042,"Solving IT International, Inc.",1,1,Chicago
36-3806321,"Vail Systems, Inc.",1,1,Chicago
36-3803935,"AL AIR, inc",1,1,Norridge
36-3795742,"Littelfuse, Inc.",1,1,Rosemont
36-3788558,"International Services, Inc.",1,1,Arlington Heights
36-3786506,"William Worn Architecture, P.C. dba: WJW Architects",1,1,Chicago
36-3771769,Athletico Ltd.,1,1,Chicago
36-3759802,"Krueck & Sexton Architects, Ltd",1,1,Chicago
36-3756591,"Patzik, Frank & Samotny Ltd.",1,1,Chicago
36-3743752,"SB Friedman Development Advisors, LLC",1,1,Chicago
36-3736971,Weichai America Corp.,1,1,Rolling Meadows
36-3735857,Cotter Consulting,1,1,Burr Ridge
36-3716926,"Mitsubishi Electric Automation, Inc.",1,1,Hoffman Estates
36-3706894,Lin & Lincoln CPA's LLC,1,1,Glenview
36-3697809,"INTEGRATED SOFTWARE SPECIALISTS, INC.",1,1,SCHAUMBURG
36-3691830,Silliker Inc.,1,1,Chicago
36-3687394,"Chicago Public Media, Inc.",1,1,Chicago
36-3667988,J & L Food Services Inc,1,1,Chicago
36-3647244,"Fullerton Enginerring Consultants, LLC",1,1,Schaumburg
36-3617077,"Aon Risk Consultants, Inc.",1,1,Chicago
36-3606666,"Civiltech Engineering, Inc.",1,1,Chicago
36-3605728,McShane Construction Company LLC,1,1,Rosemont
36-3599313,"Aon Re, Inc.",1,1,Chicago
36-3558465,Classic Residence Management Limited Partnership,1,1,Chicago
36-3555790,"ARCH Venture Management, LLC",1,1,Chicago
36-3547803,"Richard M Colombik & Associates, Inc",1,1,Schaumburg
36-3546438,"Business Environment Scientific Technologies, Incorporated",1,1,Park Ridge
36-3538416,SSI (U.S) Inc.,1,1,Chicago
36-3537319,LR Management Company,1,1,Chicago
36-3527342,Infrastructure Engineering Inc.,1,1,Chicago
36-3508628,Marion Inc.,1,1,Chicago
36-3491013,"Sievert Electric Service and Sales Company, Inc.",1,1,Forest Park
36-3483660,"Ventfabrics, Inc.",1,1,Chicago
36-3466802,Evanston Community Foundation,1,1,Evanston
36-3459814,Thai Imports Limited,1,1,Chicago
36-3450799,"Forklift Exchange, Inc.",1,1,Bedford Park
36-3445028,"Ornua Foods North America, Inc.",1,1,Evanston
36-3373630,"Premier International Enterprises, LLC",1,1,Chicago
36-3333786,"Gate Gourmet, Inc.",1,1,Chicago
36-3331541,Eckenhoff Saunders Architects Inc.,1,1,Chicago
36-3329400,USG Corporation,1,1,Chicago
36-3325378,"Eagle Market Makers, Inc.",1,1,Chicago
36-3309888,NEOPOLITAN LIGHTHOUSE,1,1,CHICAGO
36-3305702,Modern Process Equipment Corporation,1,1,CHICAGO
36-3269007,"THE PAMPERED CHEF, LTD.",1,1,Addison
36-3268123,Greif Packaging LLC,1,1,Alsip
36-3235090,"AXA ASSISTANCE USA, INC.",1,1,Chicago
36-3221636,"Automated Business Designs, Inc.",1,1,Chicago
36-3208430,American College of Healthcare Executives,1,1,Chicago
36-3108701,"Zacks Investment Research, Inc.",1,1,Chicago
36-3103952,Cordogan Clark & Associates,1,1,Chicago
36-3065373,"Burling Builders, Inc.",1,1,Chicago
36-3027981,Duff & Phelps Investment Management Co.,1,1,Chicago
36-2997921,Tomoegawa (U.S.A.) Inc.,1,1,Schaumburg
36-2995778,"Hydro, Inc.",1,1,Chicago
36-2970624,"Illinois Retina Associates, PLLC",1,1,Harvey
36-2968295,"Fashion World Enterprises, Inc.",1,1,Niles
36-2964007,Optima Inc.,1,1,Glencoe
36-2960981,National Futures Association,1,1,Chicago
36-2948734,"S&B Finishing Co., Inc.",1,1,Chicago
36-2924281,"Koch Meat Co., Inc.",1,1,Park Ridge
36-2894128,Howard Brown Health Center,1,1,Chicago
36-2882292,Vietnamese Association of Illinois,1,1,Chicago
36-2880742,Mizuho Securities USA LLC,1,1,Chicago
36-2819661,Globetrotters Engineering Corporation,1,1,Chicago
36-2816342,Abt Electronics,1,1,Glenview
36-2815417,A. Finkl & Sons Co.,1,1,Chicago
36-2813264,Willows Academy,1,1,Des Plaines
36-2802702,Rendell Electronics Inc,1,0,Chicago
36-2781597,Special Education Services,1,1,Chicago
36-2780525,"A.V.W. Equipment Co, Inc.",1,1,Maywood
36-2771634,"BUCKINGHAM PAVILION, INC.",1,1,Chicago
36-2757956,"Wiss, Janney, Elstner Associates, Inc.",1,1,Northbrook
36-2739477,Rincon Family Services,1,1,Chicago
36-2728842,Illinois Central Railroad Company,1,1,Homewood
36-2708254,"STERLING ENGINEERING, INC.",1,1,Westchester
36-2683258,Sally Beauty Supply LLC,1,1,Prospect Heights
36-2682639,The Family Institute at Northwestern University,1,1,Chicago
36-2675536,Zebra Technologies Corporation,1,1,Chicago
36-2656019,"ARC Industries, Inc",1,1,Schaumburg
36-2605840,Wight & Company,1,1,Chicago
36-2601300,Panduit Corporation,1,1,Tinley Park
36-2593545,Erikson Institute,1,1,Chicago
36-2593135,Follett Higher Ed Group LLC,1,1,Westchester
36-2585273,"Novaspect, Inc.",1,1,Schaumburg
36-2552989,Pactiv LLC,1,1,Lake Forest
36-2518901,The Thresholds,1,1,Chicago
36-2515281,Adler University,1,1,Chicago
36-2492854,"Euromarket Designs, Inc. (d/b/a Crate & Barrel and CB2)",1,1,Northbrook
36-2459814,Thai Imports Limited,1,0,Chicago
36-2444076,Anthony Marano Company,1,1,Chicago
36-2440683,"SCHNEIDER ELECTRIC USA, INC.",1,1,Evanston
36-2435047,TruNorth Educational Cooperative 804,1,1,Highland Park
36-2431905,"Central Seaway Co, Inc.",1,1,Northbrook
36-2408718,CAMBURAS & THEODORE LTD.,1,1,DES PLAINES
36-2406080,American Society for Clinical Pathology,1,1,Chicago
36-2382848,Metropolitan Planning Council,1,1,Chicago
36-2353598,"Marshall, Gerstein & Borun LLP",1,1,Chicago
36-2340313,Northwest Community Hospital,1,1,Arlington Heights
36-2317983,Wheels LLC,1,1,Des Plaines
36-2305262,La Marche Mfg. Co.,1,1,Des Plaines
36-2259531,Selfreliance Federal Credit Union,1,1,Chicago
36-2170908,Queen of Angels Catholic Elementary School,1,1,Chicago
36-2170826,Catholic Bishop of Chicago,1,1,Park Ridge
36-2167918,Shedd Aquarium Scoiety,1,1,Chicago
36-2167855,Dominican University,1,1,River Forest
36-2167095,Hebrew Theological College,1,1,Skokie
36-2164842,Chicago Transit Authority,1,1,Chicago
36-2095687,"American Metalcraft, Inc.",1,1,Franklin Park
36-2090085,"Methode Electronics, Inc.",1,1,Harwood Heights
36-2073790,"Lawrence Foods, Inc.",1,1,Elk Grove Village
36-2030325,Xttrium Laboratories Inc.,1,1,Mount Prospect
36-1842430,Superior Graphite Co.,1,1,Chicago
36-1796730,Dentons US LLP,1,1,Chicago
36-1534810,"National Van Lines, Inc.",1,1,Broadview
36-1447220,Mayer Brown LLP,1,1,Chicago
36-1368690,LAW BULLETIN MEDIA,1,1,Chicago
36-1258310,Illinois Tool Works Inc.,1,1,Glenview
36-1255545,GN Bank,1,1,Chicago
36-1235920,Horween Leather Company,1,1,Chicago
36-1185970,Edwin Hancock Engineering Company,1,1,Westchester
36-0982270,Parsons Transportation Group Inc.,1,1,Schaumburg
36-0938600,"Commonwealth Edison, An Exelon Company",1,1,Chicago
36-0856910,"Leo Burnett Company, Inc.",1,1,Chicago
36-0815905,Blommer Chocolate Company,1,1,Chicago
36-0719665,Allstate Insurance Company,1,1,Chicago
35-2835974,"Lexyta 5, Inc.",1,1,Chicago
35-2739626,"Modular, Inc.",1,1,Chicago
35-2651719,"Merit SI Technologies, LLC d.b.a. Merit Controls",1,1,Chicago
35-2558065,Efficio LLC,1,1,Chicago
35-2516368,Sigma Software Inc.,1,1,Schaumburg
35-2442886,Falconi Consultants For Results Corp.,1,1,Chicago
35-2401077,U.S. Net-Metrics Inc.,1,1,Morton Grove
35-2321289,Jacobs Project Management Company,1,1,CHICAGO
35-2203386,TURQUOISE RESTAURANT,1,1,CHICAGO
35-1958205,Ardagh Glass Inc.,1,1,Chicago
35-1840597,"National Government Services, Inc.",1,1,Chicago
35-1112760,"Hitachi Global Air Power US, LLC",1,1,Chicago
35-0785336,"Hunt Construction Group, Inc. (AECOM Hunt)",1,1,Chicago
